"classId","name","cell","x","y","z"
"31863","Randall the Sponge","24860018","69.682","171","310.005"
"1385","Healer","25730105","116.455","134.776","138.805"
"1391","Peddler","25730105","114.598","132.504","138.805"
"2316","Mothdor the Bowyer","2581013A","110.412","58.8569","220.005"
"2317","Shopkeeper Yoshi Deshi","25810144","157.688","61.4069","220.005"
"2315","Blacksmith Magarith","25810159","90.543","56.6056","220.005"
"20212","Grand Master Scrivener of Item Magic","2581016E","110.157","82.434","220.005"
"20220","Grand Master Scrivener of Life Magic","25810170","112.864","88.869","220.005"
"20208","Grand Master Scrivener of Creature Magic","25810170","107.076","87.9284","220.005"
"20224","Grand Master Scrivener of War Magic","25810175","115.679","86.0148","223.005"
"1372","Armorer","27180100","149.327","32.7016","49.66"
"1378","Roaming Bowyer","27180100","142.302","37.2257","49.66"
"30066","Bowyer Cecili Blocconda","27EC000A","26.5","42.972","80.005"
"30065","Aidanan Ignarias the Blacksmith","27EC0013","56.1914","65.6249","80.005"
"30072","Benedetta du Lucrezza the Healer","27EC0103","66.582","137.864","80.005"
"30067","Scribe Copiara Parolinnis","27EC0109","54.4306","137.967","80.005"
"30071","Archmage Pazzescorios di Frodenci","27EC0111","67.0084","127.222","80.005"
"30068","Aldonti di Soludatis the Jeweler","27EC0118","15.4706","63.1513","80.005"
"30069","Agonno Filleteppe the Tailor","27EC0121","102.872","60.674","80.005"
"31295","Barkeeper Mallia Quios","27EC0131","113.196","102.914","79.995"
"30070","Calvinne Sporgenzenni the Shopkeeper","27EC0132","110.405","110.088","83.195"
"5767","Giant Snowman","287A0000","55.2294","167.839","399.938"
"24590","Odvik the Inn Keeper","2B110112","31.0567","149.394","48.008"
"24592","Dojiro Sangi the Grocer","2B11012C","52.308","132.072","48.005"
"24596","Tunlok Weapons Master","2B120000","92.7655","17.4043","72.9461"
"24594","Aun Amanaualuan the Elder Shaman","2B120000","76.6057","4.69455","72.9396"
"24595","Thimrin Woodsetter","2B120000","76.7132","19.2971","72.9361"
"24588","Gilly","2B120000","21.457","77.563","65.873"
"20220","Grand Master Scrivener of Life Magic","2B120000","126.745","59.7998","51.605"
"24589","Rkos the Armorer","2B120102","56.7047","51.8556","48.21"
"24597","Ry'zir al-Nabit","2B120102","63.1492","51.5558","48.205"
"24591","Aun Gunditealuan the Marksman","2B12012A","149.886","6.8133","48.007"
"24593","Aun Oreilauri the Healer","2B12012A","161.973","16.242","48.006"
"20224","Grand Master Scrivener of War Magic","2B12012E","128.341","66.1833","48.005"
"20208","Grand Master Scrivener of Creature Magic","2B120131","138.351","60.756","48.005"
"20212","Grand Master Scrivener of Item Magic","2B120131","138.311","66.33","48.005"
"11392","Yen Loc Anh the Mage","2BB50100","157.178","12.4023","94.005"
"11393","Brother Samir ibn Lomaq the Monk","2BB50103","132.93","11.8656","70.469"
"11389","Greygor Stillwise the Armorer","2BB5010A","155.955","32.8556","75.538"
"11391","Misha the Jeweler","2BB50111","180.097","12.1678","89.1619"
"11390","Kasin ibn Sayrak the Barkeep","2CB50102","32.0295","76.5995","1.605"
"31224","Shopkeeper","2DDA001D","91.5656","106.071","29.362"
"31224","Shopkeeper","30DA0027","117.105","159.08","2.005"
"30026","Scrivener of Creature Magic","31D60108","98.357","141.558","90"
"30020","Scrivener of War Magic","31D60108","116.686","141.442","90"
"30030","Scrivener of Item Magic","31D60108","116.611","135.61","90.005"
"30016","Scrivener of Life Magic","31D60108","108.15","141.595","90.005"
"20222","Scrivener of Life Magic","32D9002E","135.503","135.641","56.005"
"20214","Scrivener of Item Magic","32D9002E","140.622","135.596","56.005"
"30040","Blacksmith Karlus Loc","32D90032","157.084","30.7475","52.005"
"30022","Apprentice Scrivener of Creature Magic","32D90036","159.416","128.755","56.005"
"30009","Apprentice Scrivener of Item and War Magic","32D9010A","164.19","140.292","56.005"
"30010","Apprentice Scrivener of Item and War Magic","32D9010A","157.338","138.145","56"
"43354","Scrivener of Void Magic","32D9010A","159.14","136.566","56.005"
"30012","Apprentice Scrivener of Life Magic","32D9010B","162.609","138.232","52"
"30011","Apprentice Scrivener of Life Magic","32D9010D","154.598","136.964","52.005"
"30021","Apprentice Scrivener of Creature Magic","32D90119","164.38","127.473","52.005"
"30019","Journeyman Scrivener of War Magic","32D90120","128.105","133.886","56.005"
"20210","Scrivener of Creature Magic","32D90120","123.625","136.855","56.005"
"20226","Scrivener of War Magic","32D90120","127.632","129.203","56.005"
"30025","Journeyman Scrivener of Creature Magic","32D90121","123.97","140.312","52"
"30029","Journeyman Scrivener of Item Magic","32D90123","124.192","127.708","52.005"
"30015","Journeyman Scrivener of Life Magic","32D9012F","136.766","138.7","52.005"
"30039","Healer Deme du Laur","32D90131","152.932","59.0308","52.005"
"30032","Scribe Benno di Hergeaux","32D90139","124.247","36.735","52.005"
"30038","Archmage Luchessa du Lamiere","32D9013E","132.198","36.9837","55.005"
"49519","Keminub","32D9013E","130.762","33.9531","55.0057"
"31224","Shopkeeper","32DB001C","88.8336","81.7535","40.005"
"1371","Archmage","33110000","58.934","53.2867","12.005"
"1388","Merchant","33110000","54.1179","53.6555","12.005"
"30031","Fletcher Mikael di Suinn","33D90004","19.8109","76.3104","52.005"
"44188","Contract Broker","33D9001A","88.7445","38.1786","55.1989"
"30036","Grocer Jaffres Dini","33D90101","31.8061","38.6913","52.085"
"30037","Shopkeeper Tod Burgni","33D90101","28.2668","38.5777","52.085"
"30034","Tailor Monique du Bressa","33D90106","12.6309","32.4963","52.005"
"30033","Jeweler Susana Arlean","33D90106","14.2797","36.9754","52.005"
"42431","Ciriaco","33D90106","15.0214","34.0996","52.005"
"30035","Barkeeper Jean Vaden","33D90109","91.314","33.5491","51.995"
"1388","Merchant","38680000","39.7538","138.619","40.005"
"30047","Fiun Healer","38F70021","103.463","17.965","2.01048"
"30049","Fiun Archmage","38F70100","103.523","9.38596","2.21048"
"30048","Fiun Blacksmith","38F70103","62.2553","9.66051","2.21048"
"30050","Fiun Shopkeeper","38F70103","57.652","11.206","2.21048"
"1375","Blacksmith","3D5F0000","9.25945","176.5","40.005"
"1392","Peddler","3EA40000","78.1891","33.7882","0.005"
"1370","Archmage","3EC50100","9.37887","58.3311","8.005"
"1375","Blacksmith","3EC50100","10.7782","63.5042","8.005"
"1381","Farmer","3ED50000","177.689","68.8111","0.005"
"1378","Roaming Bowyer","3ED50102","177.581","106.766","0.00500001"
"1390","Peddler","3ED50104","178.62","108.798","3.005"
"20208","Grand Master Scrivener of Creature Magic","3F310106","87.7342","87.4239","4.405"
"20224","Grand Master Scrivener of War Magic","3F310106","87.38","83.1104","4.405"
"20212","Grand Master Scrivener of Item Magic","3F310107","88.0986","82.9783","0.005"
"20220","Grand Master Scrivener of Life Magic","3F31010C","78.9364","82.5325","0.005"
"24218","Bowyer Xana Bin-Xara","3F320000","55.8867","27.6451","5.605"
"2543","Archmage Dou Ran","3F320104","65.6117","30.8234","8.405"
"24217","Goku Bai-Akane the Barkeep","3F320113","58.4752","30.4758","0.005"
"24219","Nakoro Eshii-Shinjo the Provisioner","3F320114","62.1547","41.5331","0.00499999"
"2542","Kan Chi Gai the Healer","3F320121","7.7833","17.3701","5.005"
"2541","Ximi Nu the Blacksmith","3F320122","12.9314","5.54475","2.005"
"24220","Pang Sin-Xiang the Weaponsmith","3F320122","14.5516","16.138","2.005"
"1369","Archmage","42DE0000","17.8754","66.9698","0.005"
"1384","Healer","42DE0000","18.3005","102.074","0.005"
"1393","Weaponsmith","42DE0000","31.2645","88.5195","4.005"
"1390","Peddler","42DE0000","30.5013","79.7776","4.005"
"35488","Skettek the Wanderer","492D0017","53.7138","152.896","29.5805"
"20223","Master Scrivener of War Magic","49B60000","16.3913","127.819","243.005"
"6113","Plateau Spice Merchant","49B60100","32.3143","159.636","240.005"
"2500","Avorgild the Shopkeeper","49B60103","35.57","154.033","240.005"
"2503","Brenica the Jeweler","49B60117","14.4764","111.24","240.005"
"2501","Scribe Finaver","49B60117","13.028","106.762","240.005"
"20207","Master Scrivener of Creature Magic","49B60131","16.2567","133.561","240.005"
"20219","Master Scrivener of Life Magic","49B60132","11.314","129.651","240.005"
"20211","Master Scrivener of Item Magic","49B60137","14.8336","136.301","243.005"
"30028","Grand Master Scrivener of Item Magic","49F00013","56.9679","57.0088","185.205"
"30014","Grand Master Scrivener of Life Magic","49F00032","152.692","38.4026","185.205"
"30054","Healer","49F0010B","110.59","84.93","170.085"
"30053","Archmage","49F0010B","115.045","89.6533","170.085"
"30051","Shopkeeper","49F0010B","115.173","86.107","170.085"
"30052","Blacksmith","49F0010B","110.523","90.544","170.085"
"30024","Grand Master Scrivener of Creature Magic","49F0010D","153.433","33.8669","170.105"
"30018","Grand Master Scrivener of War Magic","49F0010E","57.1667","57.7082","170.105"
"2502","Ka Ku-To the Tailor","4BB2010A","59.6743","34.2049","240.005"
"1384","Healer","4FC30000","112.792","82.1875","0.00499997"
"1369","Archmage","4FC30000","116.651","81.8314","0.00499997"
"1392","Peddler","52230000","54.9507","132.493","0.005"
"1389","Merchant","54180102","108.742","82.8208","67.205"
"9678","Abia bint Huda the Archmage","5B9C0000","112.571","116.807","14.005"
"9677","Greta Danby the Bowyer","5B9C0000","114.075","138.161","14.005"
"9679","Weaponsmith Hideo Sasaki","5B9C0000","84.0402","159.153","29.205"
"27555","Pricilla the Healer","5B9C0000","109.207","146.662","14.005"
"1390","Peddler","5BB70000","157.716","39.8968","0.005"
"1378","Roaming Bowyer","5CEA0000","162.325","169.95","-0.095"
"5765","Snowman","60D60000","24.586","156.676","175.061"
"5765","Snowman","63D80000","141.786","133.61","241.408"
"27248","Corin of Stonehold","64D50000","82.2909","66.7715","78.005"
"5435","Archmage Ta Ri ","64D50100","61.2449","134.414","78.005"
"2533","Gerhi, Bowyer of Stonehold ","64D50107","86.4072","108.694","78.005"
"2535","Healer of Stonehold","64D5011B","106.319","85.9495","78.005"
"1381","Farmer","64D50121","60.8419","84.7625","78.005"
"2534","Vivaina, Shopkeep of Stonehold ","64D50121","55.7029","81.1751","78.005"
"20224","Grand Master Scrivener of War Magic","64D50134","107.218","65.5884","78.005"
"20212","Grand Master Scrivener of Item Magic","64D50135","103.795","60.7034","78.005"
"20220","Grand Master Scrivener of Life Magic","64D50136","111.474","60.9558","78.005"
"20208","Grand Master Scrivener of Creature Magic","64D50136","108.594","57.1028","78.005"
"1369","Archmage","69D70102","153.23","108.018","250.005"
"1390","Peddler","6AC30000","39.4458","8.8992","175.205"
"7883","Jolly Snowman","6ADB0102","180.641","87.0984","322.005"
"1371","Archmage","6BE20100","179.377","83.6521","84.005"
"1378","Roaming Bowyer","6BE20100","175.398","80.9717","84.005"
"5765","Snowman","6EDB0102","59.9748","135.459","270.005"
"7883","Jolly Snowman","70B80102","182.009","84.121","412.005"
"1369","Archmage","72170106","36.0506","109.991","201.205"
"5767","Giant Snowman","72D20000","105.171","179.718","381.241"
"1378","Roaming Bowyer","72D40102","182.332","85.8993","269.205"
"1388","Merchant","759C0103","123.662","155.855","244.005"
"1369","Archmage","75B80102","85.4503","178.723","127.205"
"1386","Healer","77DF0102","182.166","60.0407","364.005"
"1389","Merchant","77DF0102","179.336","60.8597","364.005"
"1387","Merchant","7ACA0110","34.0357","36.0242","200.005"
"1370","Archmage","7ACA0117","65.8862","32.8783","200.005"
"1380","Wandering Bowyer","7ACA013C","54.4577","12.2643","200.005"
"1391","Peddler","7B790000","149.273","85.5558","10.005"
"1370","Archmage","7C73011B","113.984","59.7668","18.005"
"1041","Mulud al-Iyar the Healer","7D640000","85.92","138.564","15.605"
"9424","Drawohan the Gem Seller","7D640000","78.3869","51.5654","12.01"
"43354","Scrivener of Void Magic","7D640035","148.71","114.43","16.005"
"1038","Buray ibn Tamsa the Blacksmith","7D640100","87.8479","111.782","12.005"
"1039","Ladim al-Faji the Bowyer","7D640100","86.1409","115.885","12.005"
"1047","Arlad ibn Mulud the Tailor","7D64010E","88.6799","138.12","12.005"
"42429","Iqbal","7D64010E","84.4232","139.606","12.005"
"1040","Nuya bint Mulud the Grocer","7D640114","78.72","124.52","12.01"
"1045","Rahira bint Hisan the Shopkeeper","7D64012D","86.1599","89.98","12.01"
"2307","Archmage Inyamkaya bint Ruz","7D64012E","86.9758","91.882","15.205"
"49517","Iaret","7D64012E","85.3193","89.8775","15.2058"
"1042","Tariqana bint Hin the Jeweler","7D64012F","85.9199","78.02","12.01"
"1044","Wasifa al-Kani the Scribe","7D640137","91.48","84.84","12.01"
"1034","Barkeep Jubal al-Baljad","7D640141","93.2","55.56","12.005"
"14930","Wedding Planner","7D64014C","91.4248","35.7012","12.005"
"20215","Apprentice Scrivener of Item and War Magic","7D640164","148.328","109.418","16.005"
"20206","Apprentice Scrivener of Creature Magic","7D640165","147.116","108.396","19.205"
"20205","Apprentice Scrivener of Creature Magic","7D640166","161.559","109.528","16.005"
"20216","Apprentice Scrivener of Item and War Magic","7D640167","162.948","110.601","19.205"
"20217","Apprentice Scrivener of Life Magic","7D64016E","155.045","116.419","16.005"
"20218","Apprentice Scrivener of Life Magic","7D640171","156.358","118.182","19.205"
"4708","Atqur the Shopkeeper","7D680100","130.41","16.9826","9.705"
"1369","Archmage","7DAE0000","178.399","114.413","140.873"
"12308","Pawn Shopkeep","7E640119","111.2","104.8","12.005"
"9505","Ashadi bint Samaq","7E640119","111.2","111.2","12.005"
"43910","Absalom Sarraf","7F8F010A","147.424","106.118","124.005"
"12242","Jordan's Apprentice Craftsman","7F8F011D","155.131","186.193","124.005"
"990","Healer Hisuf ibn Shudir","7F900111","101.52","155.88","144.005"
"984","Archmage Asaina al-Arqis","7F900113","113.596","155.162","144.01"
"2045","Suma bint Nayn the Librarian","7F900114","112.945","155.63","147.205"
"992","Jizal al-Nurla the Scribe","7F90011B","107.48","161.144","144.005"
"38460","Arcanum Broker","80900002","9.13539","40.5344","124.005"
"994","Muda bint Qalakh the Tailor","80900100","30.72","150.24","124.01"
"989","Zubid ibn Ifi the Grocer","80900106","41.16","164.04","124.005"
"987","Qufana al-Khurti the Blacksmith","8090010E","62.1682","158.156","124.291"
"988","Maftaltub al-Sur the Bowyer","80900110","56.76","160.92","124.005"
"991","Djusufa bint Huqis the Jeweler","8090011C","52.68","112.92","124.01"
"993","Shopkeep Yudi ibn Zayrim","80900122","67.1094","102.857","124.005"
"985","Barkeeper Ghazi al-Barbasin","8090012A","66.4896","131.347","124.005"
"20215","Apprentice Scrivener of Item and War Magic","8090014C","61.2019","90.5341","124.005"
"20216","Apprentice Scrivener of Item and War Magic","8090014C","59.2968","90.7548","124.005"
"20221","Journeyman Scrivener of Life Magic","8090014D","58.8027","91.9083","127.205"
"20222","Scrivener of Life Magic","8090014D","61.2571","91.6304","127.205"
"20205","Apprentice Scrivener of Creature Magic","8090014E","59.0478","77.23","124.005"
"20206","Apprentice Scrivener of Creature Magic","8090014E","60.7262","77.5171","124.005"
"20225","Journeyman Scrivener of War Magic","8090014F","61.1617","76.0631","127.205"
"20226","Scrivener of War Magic","8090014F","58.5858","76.5263","127.205"
"20214","Scrivener of Item Magic","80900154","62.5864","87.4514","124.005"
"20213","Journeyman Scrivener of Item Magic","80900154","63.5612","81.2012","124.005"
"20217","Apprentice Scrivener of Life Magic","80900156","66.8492","82.7797","124.005"
"20218","Apprentice Scrivener of Life Magic","80900156","66.9422","84.6767","124.005"
"20210","Scrivener of Creature Magic","80900159","68.532","84.8789","127.205"
"20209","Journeyman Scrivener of Creature Magic","80900159","68.2702","82.447","127.205"
"4707","Lu'zura the Shopkeeper","81640108","9.55362","153.031","23.705"
"1391","Peddler","83580100","182.289","61.2162","-0.295"
"51156","Jibril ibn Rashid","8388000B","40.0775","61.8818","86.005"
"1822","Shopkeep Bubtil al-Taywi","846C0100","178.773","107.608","9.705"
"20213","Journeyman Scrivener of Item Magic","846D0111","173.106","131.52","10.005"
"20221","Journeyman Scrivener of Life Magic","846D0113","186.565","131.828","10.005"
"20225","Journeyman Scrivener of War Magic","846D011B","179.417","138.295","10.005"
"20209","Journeyman Scrivener of Creature Magic","846D011E","180.007","140.255","13.205"
"1815","Maqura al-Waryah the Blacksmith","856E0100","129.679","14.2732","14.005"
"1816","Djuyat ibn Fisa the Armorer","856E0100","130.02","18.8609","13.205"
"4692","Healer Hansur al-Hirwak","85880100","38.6551","89.2179","86.005"
"4689","Archmage Marnai ibn Ayyar","85880106","31.4156","74.9919","86.005"
"4690","Busbawasa the Smith","8588010E","33.9207","134.126","86.005"
"4691","Rah bint Khurdig the Bowyer","8588011C","131.619","181.335","85.705"
"4693","Su'nah bint Arfiz the Shopkeeper","8588011E","83.4272","178.899","85.705"
"6083","Al-Jalima Spice Merchant","8588011F","88.5456","178.444","85.705"
"20226","Scrivener of War Magic","8588013D","53.353","151.768","89.205"
"20210","Scrivener of Creature Magic","8588013F","64.1562","161.386","89.205"
"20222","Scrivener of Life Magic","85880144","59.9916","160.057","86.005"
"20214","Scrivener of Item Magic","85880149","53.7933","160.5","89.205"
"1394","Weaponsmith","86130000","40.6301","80.7736","262.005"
"1370","Archmage","86130101","37.2108","58.2091","261.705"
"1823","Tailor Fadnuj ibn Samil","866C0101","154.869","176.93","9.705"
"1818","Grocer Tashhir ibn Najrak","866C0103","157.21","157.801","9.705"
"1812","Archmage Dakila bint Ma'liz","866C0106","33.2486","62.4313","9.705"
"1817","Bowyer Shurida bint Zaud","866D0101","53.0046","173.51","-0.295"
"1813","Afsan ibn Kusain the Barkeep","866E0000","67.8379","35.4583","20.005"
"1820","Lalid al-Jasi the Jeweler","866E0000","63.286","34.691","20.005"
"28532","Lonely Merchant","86900100","9.41277","35.0159","71.705"
"41612","Missive","87550100","56.974","134.849","9.705"
"44241","Panhsj","87630101","30.105","127.011","7.705"
"1819","Healer Jilrisi ibn Makhur","876D0101","59.5216","36.7188","9.705"
"1386","Healer","89F40100","25.8642","129.475","-0.34"
"1371","Archmage","89F40100","26.4141","133.94","-0.34"
"1378","Roaming Bowyer","89F40100","16.01","132.81","-0.34"
"28531","Lonely Archmage","8A890100","36.527","61.0863","69.705"
"4688","Shopkeeper Tirua","8C580110","172.408","61.2951","30.005"
"1387","Merchant","8CDD0100","111.412","158.499","72.005"
"1384","Healer","8CDD0100","106.349","156.297","72.005"
"1369","Archmage","8CDD0109","106.817","150.396","68.005"
"2247","Fadsahil al-Tashbi the Master Archmage","8D4D0100","86.4028","14.6967","9.705"
"28533","Lonely Weaponsmith","8F880100","36.0327","33.4448","108.005"
"14930","Wedding Planner","90570103","64.77","177.354","28.005"
"20225","Journeyman Scrivener of War Magic","90580000","104.826","14.5333","37.605"
"20213","Journeyman Scrivener of Item Magic","90580000","110.811","19.018","42.805"
"4686","Tailor Najsun","90580111","173.852","132.299","0.005"
"4684","Bashkiya the Scribe","90580113","185.989","131.855","0.024"
"4677","Archmage Jiz ibn Ijfai","90580114","188.124","132.778","3.205"
"4681","Sidzika the Grocer","9058011B","179.746","138","0.024"
"4679","Smith Dah bint Nas","9058011F","105.95","134.187","6.005"
"4680","Muta al-Mai the Bowyer","9058011F","102.169","132.734","6.005"
"4683","Hinnabqiq the Jeweler","90580133","50.9855","65.1891","0.005"
"4682","Healer Sunwi","9058013C","123.198","66.7438","-0.171487"
"20209","Journeyman Scrivener of Creature Magic","90580143","104.783","18.1722","34.005"
"20221","Journeyman Scrivener of Life Magic","90580149","117.352","7.87481","34.005"
"4687","Shopkeeper Yasiya","905C0103","131.049","39.427","25.705"
"2498","Silencia the Archmage","90D00000","59.0085","107.151","297.207"
"2499","Geldeb Finol the Weaponsmith","90D00100","57.2708","105.264","282.005"
"2497","Weldub Finol the Jeweler","90D00100","62.1343","105.981","282.005"
"27554","Caleb Jinor the Healer","90D00100","57.7154","108.431","282.005"
"1370","Archmage","91540100","81.4578","107.909","12.005"
"4678","Itir ibn Ativ the Barkeep","91580103","17.6087","113.303","0.00500001"
"4685","Shopkeep Qufar ibn Ijtalwa","91580106","20.9909","103.56","0.005"
"20226","Scrivener of War Magic","934B0000","60.4832","8.87049","22.805"
"20214","Scrivener of Item Magic","934B0000","63.6007","9.98235","17.605"
"35730","Janier al-Evv","934B0121","41.9543","34.1705","14.005"
"8225","Barkeep Anarn","934B01EA","87.5481","55.7862","-19.595"
"1821","Sifida bint Naril the Scribe","934B01F7","94.1898","31.536","-19.595"
"8231","Jeweler Jurraf al-Djiqidh","934B01F8","111.373","56.4803","-19.595"
"8226","Smith Ashaira bint Maisa","934B0210","167.212","22.8104","-19.595"
"8224","Archmage Zarri ibn Khaybi","934B0232","98.7925","2.32","-13.595"
"8230","Farmer Khurah al-Rujarkir","934B028B","145.175","1.068","-13.595"
"8227","Bowyer Hanra ibn Zarib","934B02B2","180.506","52.6617","-13.595"
"20222","Scrivener of Life Magic","934B0302","63.9605","4.69255","14.005"
"20210","Scrivener of Creature Magic","934B0308","51.0114","16.4347","14.005"
"4706","Nu'nifiba the Shopkeeper","937F0103","181.652","130.008","31.705"
"1388","Merchant","957A0000","17.0256","51.7483","20.005"
"1355","Zalphoos the Shopkeeper","95970100","83.4673","105.861","223.71"
"5648","Viamasa the Weaponsmith","95D60000","93.1504","61.6468","106.005"
"5861","Nelvaine the Brewer","95D60000","72.4078","102.883","100.005"
"5647","Brother Jarviso","95D60126","58.8816","109.112","105.005"
"5646","Archmage Philomon","95D6012B","106.807","65.6681","100.005"
"5649","Lisatha the Bowyer","95D60145","59.7894","83.0999","100.005"
"1058","Fazlim ibn Masay the Tailor","97220100","115.47","55.985","102.005"
"1053","Gharuya al-Dhul the Grocer","97220106","102.05","64.265","102.005"
"1055","Kuyalal al-A'ma the Jeweler","9722011F","102.88","106.78","102.005"
"1057","Suntar al-Tashqat the Shopkeep","97220121","114.84","107.5","102.005"
"1056","Uthab ibn Yafij the Scribe","97220129","108.26","113.36","102.005"
"1049","Tamara bint Atwab the Armorer","9722012D","83.6276","77.469","102.293"
"1059","Almina bint Atwab the Weaponsmith","9722012D","82.0897","81.4278","102.281"
"1052","Miya bint Atwab the Bowyer","9722012F","87.6","78.84","102.005"
"1048","Jumzik al-Budim the Archmage","9722013B","124.224","89.1925","102.005"
"1054","Healer Windotha Sofyld","97220141","137.644","79.4369","102.005"
"1050","Iquba al-Julmud the Barkeeper","9722014F","52.1609","113.2","102.005"
"20207","Master Scrivener of Creature Magic","97220175","34.0562","172.324","105.205"
"43352","Master Scrivener of Void Magic","97220177","34.1529","185.677","105.205"
"20219","Master Scrivener of Life Magic","9722017C","31.4877","176.68","102.005"
"20211","Master Scrivener of Item Magic","9722017C","31.7253","181.977","102.005"
"20223","Master Scrivener of War Magic","97220181","26.7835","179.602","105.205"
"9616","Nerezi ibn Risad","97230100","62.8463","14.1038","101.705"
"20221","Journeyman Scrivener of Life Magic","977B0000","134.819","138.803","3.605"
"20225","Journeyman Scrivener of War Magic","977B0000","134.989","131.629","8.805"
"979","Healer Burah bint Fathlan","977B0100","151.2","175.2","0.005"
"980","Jeweler Fathlan ibn Nuril","977B0106","160.08","188.64","0.005"
"983","Nasruya al-Khanjan the Tailor","977B011F","109.064","150.607","0.00500001"
"978","Ushad al-Fasam the Grocer","977B0121","105.683","162.273","0.005"
"981","Sutaiya bint Yil the Scribe","977B0129","102.121","153.799","0.005"
"2306","Da'hir ibn Khayzur the Archmage","977B012C","100.191","153.928","3.205"
"976","Weaponsmith Ayiz ibn Khayt","977B012D","155.141","154.772","0.005"
"975","Armorer Talam ibn Tarish","977B012D","156.563","150.776","0.00499997"
"973","Mishiya al-Abdi the Barkeeper","977B013B","180.76","185.032","0.473125"
"977","Thawasa al-La'ud the Bowyer","977B0149","185.16","160.8","0.005"
"982","Shopkeep Julsama bint Sakim","977B014F","176.52","147.356","0.005"
"14930","Wedding Planner","977B015A","85.2366","115.192","0.005"
"20209","Journeyman Scrivener of Creature Magic","977B0161","138.827","137.284","0.005"
"20213","Journeyman Scrivener of Item Magic","977B0167","129.666","124.664","0.005"
